279675799559471105,799965622003826700,19-01-21/23:37:58
279675799559471105,799965622003826700,19-01-21/23:49:35
279675799559471105,799965622003826700,19-01-21/23:50:13
279675799559471105,799965622003826700,19-01-21/23:53:53
279675799559471105,799965622003826700,19-01-21/23:54:04
279675799559471105,799965622003826700,19-01-21/23:56:48
279675799559471105,799965622003826700,20-01-21/00:03:50
279675799559471105,799965622003826700,20-01-21/00:04:14
279675799559471105,799965622003826700,20-01-21/00:08:11
279675799559471105,799965622003826700,20-01-21/00:09:41
279675799559471105,799965622003826700,20-01-21/00:10:57
279675799559471105,799965622003826700,20-01-21/00:12:37
279675799559471105,799965622003826700,20-01-21/00:13:00
279675799559471105,799965622003826700,20-01-21/00:13:08
279675799559471105,799965622003826700,20-01-21/00:13:10
279675799559471105,799965622003826700,20-01-21/00:13:11
279675799559471105,799965622003826700,20-01-21/00:13:14
279675799559471105,799965622003826700,20-01-21/00:14:14
279675799559471105,799965622003826700,20-01-21/00:14:14
279675799559471105,799965622003826700,20-01-21/00:14:17
279675799559471105,799965622003826700,23-01-21/13:38:58
279675799559471105,799965622003826700,23-01-21/13:39:55
279675799559471105,799965622003826700,23-01-21/13:39:56
279675799559471105,799965622003826700,23-01-21/13:40:06
279675799559471105,799965622003826700,23-01-21/13:41:28
279675799559471105,799965622003826700,23-01-21/13:42:29
279675799559471105,799965622003826700,23-01-21/13:42:48
